ticker,entry_date,entry_price,shares,invested,signal_date,exit_date,exit_price,reason,pnl_pct,pnl_eur,entry_year,pnl_bin
HQY,2020-11-10,66.06999969482422,150.5978514599488,10000.0,2020-11-09,2023-07-27,63.38999938964844,HOLD,-5.0133427643212265,-501.33427643212235,2020,-10..0
MTB,2020-11-10,104.04789733886719,95.62903484339004,10000.0,2020-11-09,2023-07-27,126.36239624023438,HOLD,20.234944229868734,2023.4944229868725,2020,0..25
PSX,2020-11-10,46.70648193359375,213.03252970640546,10000.0,2020-11-09,2023-07-27,98.95187377929688,HOLD,109.74568150440582,10974.568150440584,2020,100..250
RL,2020-11-10,73.31570434570312,135.7144432942101,10000.0,2020-11-09,2023-07-27,121.0814437866211,HOLD,63.50338233076673,6350.338233076674,2020,50..100
VLO,2020-11-10,40.65571212768555,244.7380571947796,10000.0,2020-11-09,2023-07-27,115.61398315429688,HOLD,181.53665913623928,18153.66591362393,2020,100..250
CAR,2021-11-05,282.618896484375,35.2064215230212,10000.0,2021-11-04,2024-07-24,97.27999877929688,HOLD,-65.92243760431002,-6592.243760431002,2021,<-50%
WBD,2022-01-10,28.59000015258789,348.0237826826088,10000.0,2022-01-07,2024-09-25,8.1899995803833,HOLD,-71.63936939036695,-7163.936939036696,2022,<-50%
ILMN,2022-01-13,388.62841796875,25.602862631625896,10000.0,2022-01-12,2024-09-30,130.41000366210938,HOLD,-66.77824937496938,-6677.824937496938,2022,<-50%
CVNA,2022-01-25,146.52999877929688,67.90418400935542,10000.0,2022-01-24,2024-10-09,190.07000732421875,HOLD,28.420160082432645,2842.016008243265,2022,25..50
PODD,2022-01-31,248.0,40.12096774193548,10000.0,2022-01-28,2024-10-15,230.07000732421875,HOLD,-8.155218144693677,-815.5218144693681,2022,-10..0
BILL,2022-02-07,229.7899932861328,43.300405982476065,10000.0,2022-02-04,2024-10-22,56.25,HOLD,-75.76530402668294,-7576.530402668293,2022,<-50%
CRS,2022-02-15,37.92542266845703,262.35699696698487,10000.0,2022-02-14,2024-10-30,158.86505126953125,HOLD,314.7096098520991,31470.96098520991,2022,250..500
OLED,2022-02-25,150.56040954589844,66.0864302243196,10000.0,2022-02-24,2024-11-08,176.16244506835938,HOLD,15.83737398484888,1583.7373984848873,2022,0..25
XYZ,2022-02-28,127.5,78.03921568627452,10000.0,2022-02-25,2024-11-11,83.4000015258789,HOLD,-35.240716462228804,-3524.07164622288,2022,-50..-25
KTOS,2022-03-01,20.010000228881836,497.25136862509714,10000.0,2022-02-28,2024-11-12,27.260000228881836,HOLD,34.87297060419294,3487.297060419294,2022,25..50
EPAM,2022-03-17,273.19000244140625,36.42153779816329,10000.0,2022-03-16,2024-11-29,243.9199981689453,HOLD,-11.60478274127028,-1160.4782741270283,2022,-25..-10
